state,account length,area code,phone number,international plan,number vmail messages,total day minutes,total day calls,total eve minutes,total eve calls,total night minutes,total night calls,total intl minutes,total intl calls,customer service calls,churn
10,89,415,580,0,0,213.0,63,176.6,71,262.6,126,9.1,1,1,1
23,101,415,1245,0,0,183.9,115,255.9,101,275.0,145,10.8,11,1,0
14,44,415,825,0,34,221.8,105,161.7,85,227.7,62,14.0,7,0,0
15,98,408,1719,0,21,64.6,98,176.1,86,244.8,84,0.0,0,2,0
40,64,510,798,0,37,154.6,92,83.4,103,165.9,99,13.3,3,1,0
45,141,415,221,0,0,260.2,131,179.2,120,135.0,119,7.2,8,3,0
48,81,415,2878,0,33,161.6,117,123.0,90,261.3,101,12.2,5,1,0
46,162,510,1677,0,0,220.6,117,155.2,121,186.7,89,10.5,11,1,0
3,83,415,2568,0,41,155.9,122,162.3,107,127.6,105,13.1,5,3,0
9,100,510,3279,0,0,107.0,63,105.7,67,243.1,74,12.8,3,4,1
0,59,510,1390,0,0,182.5,104,204.7,95,229.9,100,11.3,8,4,0
2,179,415,3028,1,38,220.1,78,234.3,71,237.3,85,10.1,4,4,0
2,79,408,2782,0,0,152.2,112,177.2,132,96.4,87,5.3,3,1,0
0,117,415,377,0,0,181.5,95,205.1,88,204.0,82,14.7,9,2,0
25,64,408,2624,1,0,236.2,77,218.6,85,194.1,97,13.2,2,2,1
21,31,415,1577,0,0,166.1,105,79.3,93,213.7,98,12.7,2,1,0
4,124,408,578,1,0,244.6,89,188.8,80,206.0,114,11.3,4,1,0
32,122,408,2053,0,23,134.2,85,227.3,132,122.4,96,8.5,2,2,0
29,37,408,2326,1,39,149.7,122,211.1,75,114.3,90,9.2,4,1,0
40,90,408,2834,0,29,150.1,109,264.7,103,178.4,97,5.8,4,1,0
5,159,408,499,1,0,257.1,53,312.2,127,183.0,82,8.8,6,1,1
8,148,415,847,0,0,124.4,83,179.7,81,253.0,99,11.3,6,0,0
35,39,415,3312,0,36,141.7,121,232.3,113,222.1,131,12.0,5,1,0
25,77,408,1063,0,0,230.0,87,103.2,138,309.6,136,11.3,3,2,0
36,194,408,50,0,0,162.3,88,213.7,118,192.1,81,10.9,2,0,0
5,154,415,576,0,0,350.8,75,216.5,94,253.9,100,10.1,9,1,1
27,112,415,242,0,0,193.3,96,264.1,123,128.6,115,9.1,3,4,0
20,45,415,806,0,0,78.2,127,253.4,108,255.0,100,18.0,3,1,0
16,132,415,1491,0,0,83.4,110,232.2,137,146.7,114,7.6,5,1,0
19,128,415,2041,0,0,195.6,99,267.8,120,164.9,76,16.0,2,0,0
27,135,415,1973,0,0,201.8,81,225.0,114,204.4,82,10.3,6,1,0
32,56,408,2039,0,0,197.0,110,222.8,102,225.3,91,10.6,6,2,0
4,151,415,1083,1,0,218.0,57,114.4,88,269.2,95,12.4,1,0,1
34,32,415,1326,0,0,164.8,98,229.9,96,167.3,108,14.8,2,2,0
3,90,415,3319,0,0,179.2,77,210.7,99,276.9,58,9.2,6,2,0
41,87,415,1525,0,21,214.0,113,180.0,114,134.5,82,10.6,5,0,0
7,138,415,69,0,0,170.5,87,118.2,116,187.9,111,11.2,7,2,0
28,79,408,1295,0,0,205.7,123,214.5,108,226.1,106,6.7,18,1,0
24,95,415,1664,1,0,165.5,84,286.2,112,198.9,89,11.5,2,1,1
16,127,415,635,0,0,221.0,100,160.7,113,233.1,96,6.8,4,2,0
41,137,510,1630,0,0,242.1,118,191.0,93,218.6,50,14.7,2,3,0
36,97,415,764,0,0,151.6,107,155.4,96,240.0,112,14.7,4,1,0
37,149,415,187,1,0,176.2,87,145.0,81,249.5,92,5.7,4,0,0
15,117,415,1027,1,22,196.0,82,322.7,82,225.6,120,3.7,5,1,0
35,84,408,348,0,0,159.5,125,247.1,90,187.9,82,7.2,4,2,0
16,137,415,692,0,0,230.2,113,220.4,79,204.7,111,10.7,7,4,0
6,99,415,1316,0,0,146.7,64,274.0,99,321.3,98,8.9,1,3,0
30,54,510,937,0,0,210.5,102,204.5,83,127.8,53,8.5,5,1,0
48,85,415,1197,0,0,102.0,95,270.2,139,148.2,105,10.7,3,1,0
25,150,510,3180,0,0,126.0,99,238.5,73,285.1,100,10.2,6,3,0
49,43,415,2313,0,0,168.4,125,243.8,89,214.7,102,11.1,2,1,0
19,35,415,2586,0,0,105.6,129,258.2,129,213.1,77,8.7,3,0,0
20,98,415,397,0,0,206.5,92,176.2,152,232.8,115,12.4,5,5,0
38,112,510,918,0,0,217.1,76,205.2,100,185.7,91,9.4,3,2,0
48,16,510,2746,0,0,229.6,78,205.7,108,166.2,91,10.8,2,0,1
42,98,415,1736,0,22,278.3,89,93.4,143,107.6,42,9.7,5,0,0
43,84,408,441,0,0,138.6,102,199.0,93,204.1,137,7.8,4,0,0
37,94,415,34,0,0,234.4,103,279.3,109,234.2,121,2.0,2,1,1
14,84,510,1778,0,0,181.5,129,130.7,112,186.5,118,8.5,4,1,0
7,66,415,2639,0,0,167.3,91,230.0,68,191.7,118,10.6,5,1,1
10,98,415,210,0,31,121.0,105,218.9,98,226.7,110,12.0,1,1,0
13,74,415,1373,0,0,221.1,124,110.8,94,240.1,112,10.6,3,0,0
44,96,408,2935,0,26,145.8,108,192.2,89,165.1,96,9.9,2,1,0
17,119,510,2990,0,0,222.8,122,163.2,107,160.6,112,11.2,6,1,0
35,73,415,392,0,0,183.4,80,242.0,115,201.4,100,7.5,3,4,0
48,92,415,3311,1,0,264.3,91,160.9,115,198.6,73,9.3,5,0,0
14,21,415,587,0,0,146.0,78,109.7,79,247.4,108,6.8,7,0,0
8,122,510,169,0,0,157.1,134,184.9,122,197.2,59,8.5,5,4,1
39,133,510,790,1,0,127.3,108,251.3,81,135.0,88,10.3,3,1,0
43,145,415,856,0,0,187.9,110,197.0,117,167.0,108,4.8,4,2,0
37,25,408,3325,0,0,178.8,90,141.2,72,203.0,99,8.4,5,2,0
33,64,415,2412,0,0,97.2,80,186.2,90,189.0,92,10.4,6,2,0
29,85,415,3127,0,0,259.8,85,242.3,117,168.8,72,5.4,1,0,0
25,126,415,1317,0,0,256.5,112,199.5,90,188.3,122,7.0,5,3,0
37,76,415,2953,0,0,169.5,77,124.0,87,219.4,92,10.0,3,0,0
8,113,415,886,0,0,239.7,47,282.9,110,238.4,88,8.7,3,2,1
8,224,510,1232,1,0,171.5,99,160.0,103,212.4,102,5.0,2,1,1
3,117,408,3169,0,0,239.9,84,174.8,106,209.5,93,9.8,2,0,0
41,128,408,1603,0,34,142.3,73,194.8,79,239.3,81,16.0,6,1,0
33,115,415,1062,0,0,184.1,98,327.0,73,212.5,106,7.5,6,2,0
32,141,415,875,0,28,206.9,126,264.4,126,171.8,124,9.3,11,2,0
23,51,510,1046,0,0,259.9,114,176.2,94,77.2,112,15.3,1,1,0
31,100,415,2426,0,0,203.8,122,283.1,76,197.3,83,12.5,3,0,0
15,96,415,1080,0,45,248.8,124,140.3,77,263.6,102,10.3,2,3,0
7,112,415,2354,0,16,221.6,110,130.2,123,200.0,108,11.3,3,1,0
19,129,510,2856,1,0,192.9,131,185.5,101,205.2,130,10.9,4,1,0
21,163,415,2701,0,0,122.4,129,113.4,108,180.2,97,12.5,7,1,0
30,67,415,1008,0,40,104.9,65,216.3,93,217.4,128,9.6,9,1,0
3,140,408,2970,0,0,173.2,91,196.8,106,209.3,128,11.2,5,3,0
37,49,510,1721,0,0,119.4,69,273.3,92,214.4,153,12.4,7,2,0
16,46,510,1361,0,0,250.3,100,260.6,90,195.0,104,13.3,2,2,1
29,148,415,1921,0,0,178.3,98,282.6,110,181.0,98,11.4,4,1,0
22,112,510,3256,0,0,243.4,77,182.1,97,259.2,94,12.8,2,1,0
40,78,415,2989,0,0,155.0,106,175.3,101,155.6,125,11.8,5,2,0
38,61,408,1977,0,31,288.7,101,203.8,102,203.2,49,8.6,3,0,0
26,58,510,2132,0,29,240.4,80,118.9,91,164.2,108,11.2,3,1,0
32,155,415,2517,0,0,190.3,123,301.3,96,214.6,134,8.0,3,1,0
35,100,510,2054,0,0,278.0,76,176.7,74,219.5,126,8.3,4,0,1
50,113,510,904,0,0,155.0,93,330.6,106,189.4,123,13.5,3,1,0
22,81,415,2859,0,0,153.5,99,197.6,102,198.5,86,6.3,2,2,0
2,135,510,3244,0,27,273.4,141,154.0,99,245.8,112,12.3,6,1,0
9,99,408,316,0,0,155.3,93,265.7,95,145.7,67,12.4,4,0,0
2,59,510,582,0,29,133.1,114,221.2,82,131.6,103,6.8,3,1,0
24,135,510,1711,0,0,246.8,129,187.8,121,154.5,109,12.6,5,1,0
48,85,408,1906,1,0,165.4,107,196.0,126,349.2,110,9.6,7,2,0
43,70,510,2210,0,0,59.5,103,257.2,106,208.3,86,11.1,6,0,0
43,88,510,3059,0,0,138.3,116,236.0,138,179.1,110,9.6,4,3,0
32,55,510,1932,0,0,286.7,100,134.4,121,192.9,122,6.9,5,2,0
10,75,415,220,0,0,117.3,114,201.1,61,107.9,82,12.2,3,1,0
13,79,510,487,0,21,264.3,79,202.8,118,173.4,92,6.3,3,4,0
1,85,408,2967,0,0,127.9,107,271.2,124,202.2,76,12.5,5,0,0
16,86,408,426,0,23,225.5,107,246.3,105,245.7,81,9.8,2,0,0
41,91,510,4,0,0,149.0,115,245.3,105,260.0,94,8.3,3,0,0
18,149,415,37,0,20,198.9,77,274.0,88,190.7,76,14.3,9,1,0
35,97,408,2750,0,0,256.4,125,273.9,100,222.7,101,11.1,1,1,1
19,88,415,3213,0,0,264.8,124,245.4,112,160.5,115,14.8,2,1,1
3,60,415,1376,0,0,98.2,88,180.5,69,223.6,69,9.3,2,2,0
17,54,408,1050,0,0,159.8,99,264.0,64,115.7,70,9.7,7,2,0
7,11,415,545,0,28,190.6,86,220.1,122,180.3,80,6.0,3,3,0
47,109,415,1238,0,0,184.0,120,120.4,119,153.7,86,11.0,3,0,0
44,90,415,1985,0,0,261.8,128,220.6,104,136.6,91,9.6,5,1,0
39,115,408,1196,0,0,147.9,109,228.4,117,299.7,90,9.6,9,3,0
35,144,415,2274,0,18,106.4,109,108.1,113,208.4,111,10.1,5,1,0
33,91,408,370,0,0,133.7,75,195.3,87,280.5,89,5.9,2,0,0
28,105,415,1408,0,23,193.5,85,220.2,90,272.4,111,8.5,5,0,0
33,71,415,916,1,0,178.2,113,167.8,94,182.1,111,13.6,3,3,1
9,132,510,272,0,36,226.2,103,181.6,125,258.8,102,10.5,5,3,1
20,112,415,330,0,0,170.4,103,200.2,71,258.3,100,11.6,4,1,0
3,86,415,2266,0,32,70.9,163,166.7,121,244.9,105,11.1,5,3,0
1,41,510,1506,0,34,194.4,63,254.9,110,160.2,115,17.2,9,2,0
29,44,415,3142,0,0,240.3,146,164.6,83,240.7,106,10.6,2,1,0
33,78,408,636,0,0,75.0,116,248.7,87,176.0,83,9.5,6,3,0
14,149,408,1819,0,0,69.1,117,136.3,100,181.7,53,6.3,3,1,0
49,72,510,3212,0,33,96.6,59,315.4,98,163.3,117,6.2,4,4,1
22,139,415,3299,0,20,214.6,101,235.1,132,162.8,132,14.8,12,0,0
2,74,510,81,0,0,148.5,111,146.5,42,289.2,83,9.9,6,3,0
44,50,510,2785,0,0,258.1,106,161.4,106,225.1,110,11.7,5,1,0
10,141,510,2679,0,23,149.7,112,162.5,118,220.3,115,7.6,2,3,0
3,140,408,2308,0,0,149.8,134,164.4,98,294.7,124,8.1,2,1,0
13,99,408,2543,0,0,190.4,102,158.1,107,271.5,92,11.2,4,2,0
11,166,408,1773,0,0,181.4,108,253.8,54,112.3,94,11.6,6,1,0
33,124,408,2417,0,0,151.1,123,187.4,104,255.4,93,5.3,3,1,0
20,74,415,145,0,0,155.7,116,173.7,63,257.4,97,8.1,4,0,0
10,117,510,700,0,0,149.9,95,256.1,110,212.7,92,13.3,13,2,0
10,85,510,2381,0,0,222.3,132,231.5,101,223.5,75,11.0,2,3,0
44,36,415,2598,0,16,149.4,111,131.8,113,132.7,87,6.7,2,0,0
19,102,510,1028,1,0,233.8,103,221.6,131,146.9,106,12.8,3,0,0
15,76,415,1299,0,0,204.2,100,292.6,139,244.3,105,10.5,2,0,0
46,165,510,628,0,0,242.9,126,209.8,65,228.4,126,0.0,0,1,0
12,130,415,1229,0,0,150.4,119,230.5,99,186.3,76,12.3,4,1,0
15,78,415,1733,0,0,208.9,119,252.4,132,280.2,120,12.8,7,0,0
1,55,415,1680,1,0,191.9,91,256.1,110,203.7,101,14.3,6,1,1
21,92,415,1735,1,0,130.7,113,260.6,122,244.2,98,9.4,2,2,1
39,129,415,1404,0,33,119.6,104,278.7,88,263.4,175,5.9,2,2,0
20,18,408,724,0,0,273.6,93,114.6,116,250.6,120,8.2,4,1,0
9,161,415,2216,1,0,156.1,114,180.3,63,179.6,115,11.1,9,2,0
4,93,415,1070,0,36,178.7,134,178.6,102,126.8,82,8.0,4,2,0
1,144,415,1618,0,0,177.5,93,287.4,75,180.5,118,11.9,3,2,0
21,75,408,549,1,0,211.3,61,105.6,119,175.9,63,9.7,4,4,1
49,95,415,1804,0,0,175.2,91,244.4,109,75.8,95,7.5,2,1,0
41,126,415,2060,0,23,114.3,102,190.3,103,240.4,111,12.6,7,3,0
9,124,415,2442,0,28,251.4,104,225.1,89,251.9,121,7.5,5,1,0
22,93,415,1402,1,0,216.9,61,207.4,120,221.7,110,17.5,5,1,1
22,109,415,2652,1,26,217.2,138,145.5,111,280.7,76,9.3,3,0,0
32,80,510,273,0,0,206.3,97,154.9,98,263.6,82,12.4,12,0,0
0,41,415,1802,0,0,159.3,66,125.9,75,261.9,76,11.1,5,1,0
35,136,415,2823,0,31,143.1,88,236.6,65,227.8,120,11.4,5,2,0
24,92,415,2739,0,0,154.0,122,329.8,88,288.0,117,5.6,2,3,1
16,143,408,2822,0,24,186.6,69,222.0,116,234.9,138,11.6,5,1,0
25,118,415,2472,0,26,170.8,114,199.5,125,169.7,98,9.6,5,5,1
46,193,408,3094,0,17,124.0,102,202.9,81,205.1,129,12.3,3,1,0
29,73,415,995,0,0,198.3,94,279.3,101,146.2,87,14.8,8,3,0
45,62,408,681,0,0,172.8,101,204.8,97,240.8,90,9.1,8,2,0
8,30,415,793,0,30,217.4,74,213.8,86,227.2,104,6.6,3,0,0
1,60,408,2991,1,29,265.9,113,215.8,94,108.1,82,14.0,12,0,1
13,148,510,3292,0,14,93.6,137,193.8,72,144.9,84,17.5,5,1,0
25,96,510,3269,0,0,98.2,100,307.2,88,182.5,120,7.6,1,2,0
36,52,408,2174,0,0,214.7,68,158.6,138,123.4,114,9.4,4,2,0
32,87,415,1088,0,0,168.2,92,224.7,100,169.5,99,12.9,3,1,0
48,41,408,2909,0,0,202.9,97,153.8,104,113.5,92,9.0,3,3,0
49,112,415,1866,0,0,261.4,108,154.5,102,130.9,90,11.6,2,1,0
40,88,510,2366,0,0,73.3,86,161.4,82,239.6,76,8.2,3,4,1
17,122,408,2263,0,27,253.7,84,229.2,109,190.5,123,9.2,5,7,0
24,61,408,1320,0,0,45.0,108,151.3,74,152.9,94,9.8,6,2,0
14,87,510,2205,0,0,231.3,105,171.7,108,67.7,136,13.0,6,1,0
36,176,408,1438,0,0,47.4,125,167.8,90,163.1,107,10.5,8,2,0
22,30,510,2245,0,0,227.4,88,182.5,100,191.7,134,12.5,3,0,0
31,95,415,1835,0,22,40.9,126,133.4,90,264.2,91,11.9,7,0,0
13,46,415,1986,0,0,124.8,133,157.3,143,199.3,72,8.6,4,2,0
7,100,510,2660,1,0,68.5,110,337.1,115,205.2,99,12.1,9,0,0
34,47,415,2229,0,37,163.5,77,203.1,102,232.0,87,7.8,4,2,0
1,77,415,2865,0,0,163.0,112,219.1,89,233.4,66,6.7,3,2,0
37,98,415,1386,0,38,213.7,61,253.0,104,207.7,73,10.7,5,2,0
36,125,415,2797,0,36,201.3,117,42.2,78,125.7,104,5.4,3,1,0
18,67,510,1634,0,0,310.4,97,66.5,123,246.5,99,9.2,10,4,0
29,194,408,2860,0,0,48.4,101,281.1,138,218.5,87,18.2,1,1,0
43,128,415,833,0,40,171.2,88,145.7,109,196.8,93,14.0,6,1,0
44,190,415,2510,0,22,166.5,93,183.0,92,121.0,102,8.5,3,0,0
37,165,415,563,0,0,216.6,126,190.8,104,224.7,123,12.4,8,0,0
34,59,408,3093,0,0,107.8,113,216.6,125,217.5,92,9.9,3,2,0
1,47,408,2706,0,28,141.3,94,168.0,108,113.5,84,7.8,2,1,0
39,150,415,3106,0,29,209.9,77,158.0,52,141.9,113,6.6,1,0,0
23,152,415,3117,1,20,237.5,120,253.4,94,265.2,80,14.2,3,9,1
27,26,415,2302,0,0,234.5,109,216.5,129,191.6,94,3.5,6,3,0
20,79,510,2250,0,31,103.1,90,243.0,135,76.4,92,12.2,8,3,0
39,95,510,432,0,27,129.5,106,248.9,90,268.0,115,11.9,3,1,0
48,69,510,3210,1,0,279.8,90,248.7,91,171.0,118,8.4,10,2,1
46,95,510,1784,1,41,136.8,91,200.8,61,133.7,67,10.3,9,5,1
6,31,415,2223,0,31,100.1,54,246.3,97,255.0,131,5.9,3,0,0
36,121,408,1324,0,31,237.1,63,205.6,117,196.7,85,10.1,5,4,0
0,111,415,1336,0,0,172.8,58,183.1,108,158.8,104,7.9,3,4,1
34,157,415,3290,0,0,224.5,111,200.7,99,116.6,118,11.5,2,2,0
10,44,510,3249,0,0,288.1,112,258.0,92,192.4,90,10.2,4,3,1
44,61,510,2654,1,0,78.2,103,195.9,149,108.0,100,10.1,6,2,0
32,65,415,1731,0,0,148.7,80,259.0,94,149.5,107,12.7,6,2,0
29,74,415,2550,0,25,194.6,84,119.9,103,175.5,75,13.1,2,2,0
31,123,408,314,0,0,159.5,77,303.8,92,226.9,120,12.0,4,0,0
43,58,408,3255,0,20,194.5,110,213.7,89,236.6,92,9.5,2,1,0
26,74,408,443,0,0,174.1,96,251.1,94,257.6,123,8.3,5,2,1
5,125,415,1810,0,0,131.8,97,136.7,100,308.2,119,7.7,6,2,0
46,80,415,535,0,0,160.6,103,237.0,109,245.1,88,10.7,1,1,0
39,53,408,3321,0,18,146.8,107,310.0,84,178.7,130,7.2,7,0,0
50,99,408,2188,0,28,200.7,88,264.2,116,172.7,102,9.1,5,1,0
13,99,415,2806,0,0,145.6,106,98.3,106,230.8,83,10.9,5,1,0
6,66,415,3189,0,29,229.4,104,257.4,84,231.5,119,8.0,1,2,0
21,97,510,2199,0,0,211.0,76,189.0,100,123.0,102,4.7,4,3,0
3,75,510,2046,0,37,121.5,97,271.4,110,248.7,97,11.3,5,2,0
20,85,510,1253,1,0,216.0,73,188.2,117,147.1,98,3.6,7,2,0
15,108,510,52,0,0,293.0,88,160.6,101,143.9,87,10.0,6,2,0
27,133,408,596,1,32,221.1,137,264.9,99,168.9,108,15.4,4,2,1
8,51,510,2780,0,0,181.5,108,196.9,87,187.2,119,10.3,2,1,0
23,186,415,288,0,26,74.3,107,177.3,116,296.3,90,14.5,3,2,0
48,44,415,1034,1,0,62.3,92,275.0,82,138.7,108,10.8,3,1,0
9,64,408,2948,0,31,228.6,88,248.5,109,167.1,124,9.0,1,3,0
49,44,510,3228,0,0,228.1,121,276.5,79,279.8,77,9.9,5,2,1
41,114,415,868,0,36,309.9,90,200.3,89,183.5,105,14.2,2,1,0
9,92,415,805,0,0,201.9,74,226.8,119,217.5,80,13.7,6,3,0
37,110,408,199,0,0,149.8,112,180.0,93,140.0,119,11.7,4,2,0
5,90,408,2328,0,30,183.8,76,229.7,95,144.1,124,7.7,3,1,0
6,72,408,2140,0,21,186.7,108,335.0,86,187.2,119,16.5,4,1,0
15,113,415,948,0,0,209.4,151,347.3,113,246.0,116,7.4,2,1,1
38,171,415,3114,0,25,223.2,77,183.2,118,150.8,90,10.2,3,3,0
32,104,415,1072,0,0,164.2,109,155.4,90,168.9,117,10.7,8,1,0
21,165,408,812,0,0,150.5,75,193.1,93,311.6,93,10.3,2,1,0
41,104,510,3287,0,0,234.2,128,293.1,92,183.9,79,9.8,6,0,1
2,110,408,1632,0,0,55.3,102,164.7,124,200.7,108,10.2,5,1,0
43,90,408,1033,1,0,221.8,97,203.8,134,215.8,154,8.4,4,1,0
30,114,415,2789,0,0,169.6,85,58.9,86,179.3,124,7.4,8,1,0
36,101,408,626,0,0,89.7,118,260.1,79,170.1,93,13.5,11,5,1
48,117,408,1698,0,14,80.2,81,219.0,103,122.6,102,8.6,2,1,0
1,109,408,1223,0,0,218.9,105,299.9,87,158.6,110,11.3,4,2,0
38,82,408,1163,0,0,125.7,96,207.6,137,183.1,103,12.9,2,1,0
36,92,510,2993,0,0,176.3,85,93.4,125,207.2,107,9.6,1,2,0
21,82,510,1911,0,29,207.2,111,254.1,137,169.3,92,9.5,5,2,0
49,90,415,600,0,0,205.7,138,161.9,83,269.7,104,12.5,6,2,0
11,87,408,1193,0,28,151.4,95,152.4,97,250.1,109,0.0,0,1,0
23,124,510,2949,0,0,157.5,70,130.7,79,193.4,98,9.6,4,3,0
34,39,408,1054,0,0,160.4,68,102.6,103,235.3,106,9.1,5,2,0
3,84,415,489,0,0,159.0,80,167.9,128,167.6,101,12.3,5,1,0
35,75,510,1526,0,46,214.1,62,200.9,111,246.8,126,9.2,6,0,0
22,102,510,324,0,0,102.6,89,246.0,77,170.5,140,9.1,4,2,0
19,62,415,2064,1,0,159.7,86,197.5,76,121.6,105,13.9,6,0,1
49,143,510,808,0,0,202.8,109,165.8,104,143.9,71,4.6,4,1,0
22,53,415,682,0,0,57.5,95,265.5,131,244.3,128,11.6,6,3,0
32,30,415,2765,0,0,169.9,144,225.2,118,169.7,93,11.4,7,1,0
24,112,415,1613,0,0,335.5,77,212.5,109,265.0,132,12.7,8,2,1
39,129,415,1498,0,0,139.5,119,289.3,105,129.4,97,13.1,8,0,0
27,63,415,720,0,29,142.3,107,118.7,56,240.1,91,6.6,8,1,0
50,28,415,2291,0,0,187.8,94,248.6,86,208.8,124,10.6,5,0,0
50,111,415,1569,0,0,146.2,55,261.5,83,163.2,116,8.7,3,3,0
38,91,510,257,0,0,231.8,120,150.6,106,269.2,129,11.6,7,3,0
17,90,415,268,0,0,193.7,83,154.2,79,299.0,60,12.7,3,1,0
37,151,510,425,0,0,156.4,108,233.4,118,195.7,141,7.7,6,4,0
33,105,415,1879,1,29,220.7,82,217.7,110,190.5,100,13.2,6,1,1
7,41,408,67,0,37,239.8,110,221.9,115,189.1,100,7.3,1,2,0
44,48,510,455,0,43,172.0,111,200.2,64,233.1,96,8.0,5,1,0
47,166,408,3128,1,35,128.2,138,274.5,113,298.9,130,8.8,7,2,0
9,79,510,264,0,0,130.2,119,290.9,121,194.8,140,14.0,6,3,0
45,153,510,2369,0,0,195.4,107,154.6,96,142.8,97,11.6,6,1,0
16,110,415,1950,1,0,293.3,79,188.5,90,266.9,91,14.5,4,0,1
16,163,415,708,0,0,191.3,89,193.9,87,268.4,121,12.8,4,1,0
7,126,510,1272,0,0,122.4,88,143.8,111,157.0,106,11.5,3,1,0
21,105,408,2655,0,33,209.6,68,146.9,140,121.0,131,10.6,3,2,0
18,172,415,2293,0,0,215.7,140,146.3,84,264.6,83,7.1,1,3,0
7,126,415,2279,0,0,161.4,110,220.6,125,249.2,78,5.1,2,0,0
43,97,510,860,0,0,144.2,91,226.7,137,144.6,72,13.8,4,3,0
31,95,408,768,1,37,220.2,109,185.3,99,205.1,82,4.1,2,0,1
8,87,510,1662,0,0,256.2,105,160.7,102,249.4,80,7.4,2,4,0
46,97,415,25,0,0,112.7,119,217.7,109,152.1,76,6.5,5,1,0
10,76,415,1598,0,0,299.5,125,226.7,92,210.7,134,13.7,4,0,1
43,140,408,3190,0,0,194.8,107,170.9,99,225.1,93,13.9,4,0,0
26,169,415,1242,0,0,100.8,112,230.0,69,193.6,95,9.5,2,0,0
28,68,408,3296,0,22,82.5,97,289.9,94,180.0,114,4.8,4,3,0
31,122,415,17,0,34,146.4,104,89.7,103,220.0,91,15.6,4,2,0
24,36,408,1964,0,0,177.9,129,224.6,87,306.3,102,10.8,6,2,0
5,120,510,40,0,27,153.5,84,194.0,73,256.5,94,10.2,7,5,0
16,121,408,1628,0,0,150.7,105,197.3,133,169.0,116,9.2,15,1,0
27,64,408,230,0,19,180.1,106,127.5,92,237.4,118,7.5,3,0,0
26,13,415,727,0,31,265.3,94,147.6,95,259.3,117,12.9,1,1,0
8,106,415,3234,0,0,128.6,83,134.0,114,210.6,113,11.4,2,0,0
28,88,415,3056,0,0,161.5,92,173.5,108,206.2,95,7.9,4,2,0
45,74,408,3124,0,0,165.3,120,198.5,106,208.5,102,9.8,3,1,0
14,83,415,1475,0,0,195.0,92,210.5,83,180.6,92,11.0,13,0,0
36,49,415,333,0,0,213.8,79,265.1,93,239.8,128,15.6,7,0,0
5,111,510,1745,0,24,205.5,114,219.3,99,215.9,95,14.0,4,1,0
26,50,415,1190,0,22,252.9,112,177.9,99,158.4,146,8.5,4,3,0
49,153,408,2770,0,28,235.6,74,227.9,37,170.3,103,15.4,9,0,0
21,88,415,3266,0,0,192.0,91,127.6,127,155.6,125,7.5,5,1,0
48,131,415,124,0,39,69.1,122,101.3,136,104.8,94,9.1,4,0,0
24,79,408,2980,0,0,261.7,97,210.6,48,256.7,83,6.0,3,3,1
34,140,415,224,0,0,235.5,81,257.2,130,103.1,111,11.5,4,2,0
6,105,408,1087,0,0,213.4,100,204.9,52,179.7,93,9.5,6,1,0
2,54,415,2415,0,39,206.9,143,127.8,72,199.2,120,9.2,1,3,0
50,87,415,516,0,22,263.8,65,103.4,115,208.1,109,8.5,3,3,0
4,96,510,498,0,31,183.4,126,195.5,106,180.1,93,10.5,5,1,0
4,79,510,3143,0,0,157.6,85,194.1,92,231.5,86,9.4,10,5,1
23,55,415,2458,0,0,175.6,147,161.8,118,289.5,55,9.3,4,0,0
0,130,415,2280,0,0,242.5,101,102.8,114,142.4,89,9.3,2,2,0
45,34,415,2294,0,0,151.0,102,131.4,101,186.6,86,9.9,7,0,0
5,139,415,1454,0,0,138.1,103,164.5,100,134.9,63,8.3,2,1,0
26,109,408,2744,0,0,264.7,69,305.0,120,197.4,86,9.5,9,1,1
41,65,408,766,0,31,282.3,70,152.0,89,225.5,93,12.0,4,1,0
29,63,415,395,0,0,211.2,80,237.7,93,259.2,58,12.3,2,0,0
46,152,415,3217,0,0,197.1,126,130.1,76,78.1,100,7.4,4,3,0
28,147,408,1141,0,0,205.3,95,166.7,128,240.6,84,7.8,4,1,0
10,112,415,781,0,22,181.8,110,228.1,123,262.7,141,9.2,4,2,0
37,120,415,1473,0,0,252.0,120,150.2,106,151.8,96,9.6,1,2,0
26,27,510,625,0,0,193.8,102,118.9,104,135.9,124,9.2,3,0,0
50,171,415,1140,0,0,231.2,135,188.7,74,206.9,124,12.3,1,1,0
10,101,415,1975,0,33,200.1,108,188.9,122,205.1,90,15.5,4,0,0
49,32,408,1540,0,26,266.7,109,232.3,107,212.8,98,16.3,4,1,0
6,3,415,2601,0,36,118.1,117,221.5,125,103.9,89,11.9,6,2,0
14,151,408,2076,0,0,175.3,106,144.3,87,160.2,88,11.8,5,0,0
5,60,408,861,0,0,125.1,99,248.8,62,211.3,79,11.2,3,3,0
8,119,415,646,0,0,176.8,90,224.7,81,204.6,77,7.5,15,1,0
18,43,415,94,0,0,241.9,101,129.4,121,264.8,104,5.9,3,1,0
19,42,408,1333,0,0,241.2,134,116.5,114,152.2,91,10.6,4,0,0
15,84,408,1681,0,0,217.1,99,236.0,68,118.3,120,9.4,4,1,0
34,65,510,1978,0,0,195.4,110,181.2,109,178.5,105,8.9,4,0,0
43,75,415,1988,1,0,222.4,78,327.0,111,208.0,104,8.7,9,1,1
16,116,510,1760,0,0,189.5,90,189.8,118,205.8,83,13.1,2,1,0
49,107,415,1219,0,0,123.1,100,158.4,82,256.1,82,9.3,5,0,0
